Community,Community Address,Community,Build Year,Buiding_Type,Maintenance_Cost,Company,Developer,Total_Building,Total_House
明园森林都市,"(静安大宁)广延路1188弄（三期）, 共和新路2999弄（一期）",5.01E+12,2007年建成,塔楼/板楼,1.93至1.95元/平米/月,上海星海时尚物业经营管理有限公司,上海东北明园实业发展有限公司,18栋,2298户
汤臣高尔夫(别墅),"(浦东张江)龙东大道1号,龙东大道415弄",5.01E+12,1997年建成,板楼,6.5元/平米/月,上海高力国际物业服务有限公司,上海汤臣房地产开发有限公司,521栋,523户
大金更小区,"(长宁仙霞)茅台路255弄,茅台路295弄,古北路530弄",5.01E+12,1980年建成,板楼,0.8元/平米/月,长宁物业,江苏南通三建集团有限公司,60栋,1458户
兴南花园,(徐汇斜土路)肇嘉浜路393号,5.01E+12,1995年建成,塔楼,2.8元/平米/月,上海兴南房地产发展有限公司物业管理公司,上海兴南房地产发展有限公司,2栋,288户
君悦花园,(长宁西郊)虹梅路3887弄1-6号,5.01E+12,1996年建成,板楼,8元/平米/月,金晨物业,上海联合发展有限公司,5栋,120户
汤臣豪园一期,(浦东张江)龙东大道666弄,5.01E+12,2000年建成,板楼,2.3至2.8元/平米/月,上海东湖物业管理公司,上海汤臣房地产开发有限公司,65栋,326户
万荣小区,"(静安阳城)灵石路733弄,灵石路735弄,灵石路737弄,彭越浦路800弄",5.01E+12,1994年建成,板楼,0.7元/平米/月,秋弄物业,秋弄开发有限公司,165栋,3251户
漕溪大楼,"(徐汇徐家汇)漕溪北路850号,漕溪北路800号,漕溪北路1000号,漕溪北路900号,裕德路45弄,漕溪北路750号,漕溪北路950号",5.01E+12,1975年建成,塔板结合,0.8元/平米/月,上海永平置业有限公司,上海徐房集团有限公司,9栋,1165户
淮海大厦,(黄浦新天地)普安路128号,5.01E+12,1992年建成,板楼,1元/平米/月,上海锦南物业经营有限公司,上海上实房地产有限公司,1栋,300户
中环锦园,(普陀万里)真华路388弄,5.01E+12,2005年建成,板楼,1.38元/平米/月,上海中环陆家嘴物业管理有限公司,上海中环投资开发（集团）有限公司,13栋,1028户
瑞雪大楼,(黄浦淮海中路)陕西南路271弄45-49号,5.01E+12,1991年建成,塔楼,1.5元/平米/月,上海诚悦物业管理有限公司,上海梅龙镇集团卢湾置业有限公司,3栋,564户
皇家公寓(公寓),(静安静安寺)长乐路888号,5.01E+12,1995年建成,板楼,3元/平米/月,上海锦润物业管理有限公司,北京市万泽春房地产经纪有限公司,1栋,54户
仁恒广场,"(浦东塘桥)茂兴路86号,茂兴路90号,茂兴路92号,茂兴路96号,茂兴路98号,茂兴路88号",5.01E+12,1994年建成,塔楼/板楼,2元/平米/月,上海仁恒物业管理有限公司,上海仁恒房地产有限公司,6栋,650户
新村路400弄,(普陀甘泉宜川)新村路400弄,5.01E+12,1992年建成,板楼,8元/平米/月,上海威斯特物业经营有限公司,上海西部企业(集团)有限公司,1栋,48户
双阳公寓,"(杨浦周家嘴路)周家嘴路3158弄, 周家嘴路3220号",5.01E+12,2001年建成,塔楼/板楼,1.34元/平米/月,上海冬迩物业管理有限公司,上海福阳置业有限公司,6栋,345户
家化滨江苑,(浦东塘桥)浦明路1188弄,5.01E+12,2004年建成,板楼,3.8元/平米/月,上实物业管理(上海)有限公司,上海家化置业有限公司,3栋,237户
东新大厦,"(黄浦豫园)浙江南路78号, 浙江南路88号",5.01E+12,2004年建成,板楼,2.5元/平米/月,上实物业管理（上海）有限公司,上海黄浦建设发展有限公司,2栋,172户
复元坊,"(静安西藏北路)虬江路1431弄, 虬江路1455弄, 永兴路640号, 永兴路650号, 永兴路654号, 永兴路664号, 永兴路668号, 永兴路672号, 永兴小马路33号, 永兴路644号, 永兴路636号, 永兴路660号",5.01E+12,1976年建成,塔楼/板楼,0.8元/平米/月,上海凯兴物业管理有限公司,上海佳源置业有限公司,26栋,1022户
峥宸苑,(静安大宁)延长路99弄,5.01E+12,2005年建成,板楼,1.5元/平米/月,上海峥宸房地产有限公司,上海峥宸房地产有限公司,12栋,280户
三泉家园,(静安彭浦)三泉路999弄,5.01E+12,2001年建成,板楼,0.85元/平米/月,上海保集物业管理有限公司,上海庙行房地产开发经营公司,99栋,1493户
长发虹桥公寓,(长宁虹桥)虹桥路1163弄,5.01E+12,2005年建成,板楼,3元/平米/月,上海长发物业管理有限公司,上海京虹房地产开发经营有限公司,6栋,240户
吴兴大楼,(徐汇衡山路)吴兴路246弄,5.01E+12,1985年建成,塔楼/板楼,1.2元/平米/月,上海高建物业有限公司,上海爱建股份有限公司,6栋,350户
惠扬大厦,(浦东源深)浦东大道1139弄,5.01E+12,2007年建成,塔楼/板楼,4.5元/平米/月,暂无信息,上海恵扬开发有限公司,4栋,303户
光鸿苑,"(浦东南码头)临沂路8弄,东三里桥路245弄",5.01E+12,1998年建成,板楼,1.5元/平米/月,光鸿物业,上海光鸿房地产有限公司,61栋,1386户
宏业花园,"(长宁中山公园)愚园路1088弄, 愚园路1088弄110支弄, 愚园路1094号",5.01E+12,1920年建成,板楼,0.8元/平米/月,上海新长宁集团华阳物业有限公司,上海段宏业置建,70栋,144户
长福公寓,(长宁仙霞)古北路686号,5.01E+12,1994年建成,板楼,1.6元/平米/月,长宁物业,上海新长宁集团拆迁置业有限公司,1栋,44户
中山北路831弄,(静安大宁)中山北路831弄,5.01E+12,1998年建成,板楼,0.8元/平米/月,健将物业,上海大西洋投资公司,3栋,82户
珊瑚苑,(虹口凉城)广中路680弄,5.01E+12,2001年建成,板楼/塔板结合,1.35元/平米/月,上房物业管理有限公司,上海久实房地产发展公司,28栋,657户
明珠大楼,"(长宁古北)水城南路55号,水城南路59号",5.01E+12,1994年建成,板楼,4.5至6.15元/平米/月,上海古北物业管理有限公司,上海古北（集团）有限公司,2栋,65户
欧洲花园,(虹口临平路)临平北路89弄,5.01E+12,1998年建成,板楼,1.85元/平米/月,上海正润房产开发公司,上海正润房产开发公司,19栋,608户
建德花园牡丹苑,(普陀长征)同普路1501弄,5.01E+12,2003年建成,板楼,1.5元/平米/月,建玮物业,上海建德企业发展有限公司,73栋,832户
长虹小区,(长宁新华路)虹桥路996弄,5.01E+12,1937年建成,塔楼/板楼,0.8元/平米/月,上海新长宁集团新华物业有限公司,上海新长宁（集团）有限公司,88栋,1779户
化工小区(静安),(静安南京西路)威海路287弄,5.01E+12,1987年建成,板楼,0.4至0.8元/平米/月,上谊置业,静安置业,3栋,126户
俊领国际酒店公寓,(闵行龙柏)黄桦路247号,5.01E+12,2007年建成,板楼,5.8元/平米/月,上海东湖物业管理公司,虹桥开发商,1栋,120户
复地香堤苑,(松江松江大学城)三新北路1755弄,5.01E+12,2005年建成,板楼,1.8元/平米/月,上海复瑞物业管理有限公司,上海复地智宝房地产开发有限公司,413栋,413户
中星雅苑,(长宁西郊)虹古路433弄,5.01E+12,1997年建成,板楼,1.6元/平米/月,上海新长宁集团仙霞物业有限公司,上海中星（集团）有限公司,16栋,134户
南洋新都,(长宁天山)天山路177弄,5.01E+12,2001年建成,板楼,1.98元/平米/月,临客嘉物业经营管理(上海)有限公司,上海南洋豪森置业有限公司,35栋,900户
南文大厦,(黄浦老西门)方斜路269号,5.01E+12,2000年建成,塔楼,2.5元/平米/月,上海文化花园物业管理有限公司,上海文中房产开发经营公司,1栋,141户
金色港湾,"(徐汇斜土路)大木桥路158弄, 大木桥路156号, 大木桥路176号, 大木桥路158弄1-20号",5.01E+12,2000年建成,板楼,2.5元/平米/月,上海良宇物业管理有限公司,上海弘晟置业有限公司,18栋,690户
长岛别墅,(闵行马桥)昆阳路3558弄,5.01E+12,2002年建成,板楼,4元/平米/月,上海普瑞物业管理有限公司,上海人济置业发展有限公司,115栋,115户
凯德林茵湖畔(别墅),"(闵行华漕)金丰路55弄（东区）,幸乐路500弄（西区）",5.01E+12,2007年建成,板楼,6.5元/平米/月,上海凯德置地物业管理有限公司,上海奥顺置业有限公司,296栋,296户
天安花园,"(浦东联洋)锦绣路800弄, 迎春路858号, 迎春路878号, 迎春路848号",5.01E+12,2000年建成,板楼,1.95至2.85元/平米/月,科瑞物业,上海天洋房地产有限公司,38栋,962户
运泰公寓,(黄浦五里桥)丽园路488弄,5.01E+12,1999年建成,塔楼,1.48元/平米/月,上海运泰物业管理有限公司,上海运泰经济发展股份有限公司,3栋,414户
悦达花苑,(长宁中山公园)武夷路555弄1-22号,5.01E+12,1999年建成,板楼,1.2元/平米/月,狮城怡安（上海）物业管理有限公司,上海悦达房地产发展有限公司,18栋,336户
经典茂名公寓,(静安南京西路)茂名北路318弄,5.01E+12,2007年建成,板楼,6元/平米/月,上海仲量联行物业管理有限公司,上海众怡置业有限公司,3栋,180户
英伦风尚(公寓),(松江九亭)涞坊路1033弄,5.01E+12,2007年建成,板楼,1.66元/平米/月,上海新贵盛物业管理有限公司,上海馨亭置业有限公司,75栋,1226户
虹桥国际大厦,"(长宁中山公园)长宁路1557号,遵义路797弄2号,遵义路797弄4号",5.01E+12,2007年建成,塔楼/板楼,8元/平米/月,上海瑞强物业管理有限公司,上海鑫安房地产发展有限公司,3栋,450户
虹桥丽景苑,(长宁新华路)虹桥路1060弄,5.01E+12,2001年建成,板楼,1.73元/平米/月,上海谊友物业管理有限公司,虹桥置业开发有限公司,3栋,151户
曲阳新村,"(虹口鲁迅公园)曲阳路455弄,曲阳路465弄",5.01E+12,1993年建成,板楼,0.5元/平米/月,暂无信息,虹房置业,5栋,90户
仁恒家园,(浦东外高桥)季景路555弄,5.01E+12,1936年建成,板楼,3.38元/平米/月,上海仁恒物业管理有限公司,上海仁恒高乔房地产有限公司,34栋,430户
建西小区,(徐汇建国西路)建国西路354弄,5.01E+12,1976年建成,板楼,0.8元/平米/月,庆余物业,上海庆余房地产开发有限公司,16栋,337户
绿川馨康苑,(浦东北蔡)博华路930弄,5.01E+12,2002年建成,板楼,0.9元/平米/月,上海绿地物业服务有限公司,绿城集团,36栋,430户
九间堂,(浦东花木)芳甸路599弄,5.01E+12,2006年建成,板楼,8至14.71元/平米/月,上海证大三角洲置业有限公司,上海证大三角洲置业有限公司,56栋,56户
海叶公寓,(闵行金虹桥)张虹路133弄,5.01E+12,1999年建成,板楼,1元/平米/月,上海简普物业管理有限公司,上海诚诚房地产公司,10栋,132户
富天苑,(杨浦周家嘴路)周家嘴路3118弄,5.01E+12,2001年建成,板楼,0.56元/平米/月,上海黄兴物业有限公司,上海华公房产开发经营有限公司,52栋,672户
新路小区,(徐汇徐家汇)南丹路181弄,5.01E+12,1993年建成,板楼,0.6元/平米/月,上海宏源物业发展有限公司,上海万科置业,6栋,96户
龙兆苑,(徐汇龙华)龙华路3208弄,5.01E+12,2002年建成,板楼,2.2元/平米/月,上海振新物业管理有限公司,上海建工达龙房产有限公司,31栋,1030户
日晖新城,(徐汇斜土路)零陵北路9弄1-5号,5.01E+12,2003年建成,塔楼/板楼/塔板结合,1.55元/平米/月,上海徐汇物业管理公司,上海徐房(集团)有限公司,5栋,624户
大同花园南区,"(黄浦打浦桥)鲁班路168弄（一期、二期）, 南塘浜路99弄（四期）, 鲁班路168弄1-9号",5.01E+12,1999年建成,塔楼/板楼,2.05至2.65元/平米/月,上海大同物业管理有限公司,上海大同复兴房地产发展有限公司,12栋,1235户
蒋家桥小区,"(虹口曲阳)天宝西路5弄1-30号,大连西路145弄1-16号",5.01E+12,1984年建成,板楼,0.8元/平米/月,上海虹达物业管理有限公司,上海泰宇房地产(集团)有限公司,44栋,794户
书香公寓,(杨浦鞍山)赤峰路59弄,5.01E+12,2003年建成,板楼,1.5元/平米/月,上海中星集团申城物业有限公司,上海星峰房地产开发有限公司,22栋,551户
书香苑,(徐汇华东理工)天等路430弄,5.01E+12,1997年建成,板楼,0.8元/平米/月,上海缝建物业有限公司,上海丰业房地产开发经营有限公司,36栋,446户
书香逸居,"(徐汇长桥)上中路51弄, 老沪闵路842号, 上中路35号, 老沪闵路856号, 老沪闵路858号, 老沪闵路862号",5.01E+12,2007年建成,板楼,1.2元/平米/月,上海锦房物业有限公司,上海锦瑞房地产发展有限公司,18栋,724户
协泰中心,(长宁虹桥)遵义南路88号,5.01E+12,1994年建成,塔楼,27元/平米/月,上海普豪投资有限公司,上海普豪投资有限公司,1栋,73户
嘉和花苑,"(闵行梅陇)罗秀路1955弄,罗秀路1999弄",5.01E+12,2000年建成,板楼,1.4元/平米/月,上海中祺物业管理有限公司,上海美家房地产开发有限公司,67栋,1207户
银南大厦,(黄浦蓬莱公园)西藏南路1090弄,5.01E+12,1990年建成,塔楼,1.25元/平米/月,新盛元物业,银南置业开发有限公司,3栋,489户
汇豪天下,(浦东陆家嘴)商城路108弄,5.01E+12,2004年建成,板楼,3.9元/平米/月,龙湖物业,上海浦东新翔房地产开发有限公司,8栋,1031户
南吉公寓,(黄浦老西门)西藏南路831弄1号,5.01E+12,1995年建成,塔楼,1.5元/平米/月,上海运事吉物业管理有限公司,上海通产置业发展有限公司,1栋,204户
潍坊一村,"(浦东潍坊)潍坊一村, 浦电路149弄, 浦电路155号, 浦电路153号, 浦电路151号, 浦电路135号, 浦电路143号, 浦电路133号, 浦电路137号, 浦电路141号, 浦电路158号",5.01E+12,1979年建成,塔楼/板楼,0.8元/平米/月,上海浦东新区潍坊物业公司,上海浦发房地产开发有限公司,58栋,1291户
新华名苑,(长宁新华路)新华路465号1-7号楼,5.01E+12,2002年建成,板楼,1.85元/平米/月,上海银垅鑫实业有限公司,上海申启房地产开发有限公司,4栋,75户
徐家汇花园,"(徐汇徐家汇)宛平南路255弄, 宛平南路197号",5.01E+12,1938年建成,板楼,2.4元/平米/月,上海汇银物业管理有限公司,上海徐汇商建房地产有限公司,34栋,1407户
铭晖西郊苑,(长宁北新泾)哈密路398弄,5.01E+12,2000年建成,板楼,1.5元/平米/月,中星物业,上海铭晖房地产经营有限公司,49栋,648户
新天大厦,(普陀长寿路)安远路84号,5.01E+12,1990年建成,板楼,1.2元/平米/月,暂无信息,无,1栋,245户
长海坊,(徐汇康健)桂林西街9弄,5.01E+12,1990年建成,板楼,0.5元/平米/月,上海申大物业,上海申大物业有限公司,53栋,912户
澳门家园,(普陀长寿路)澳门路698弄,5.01E+12,1996年建成,板楼,1.2元/平米/月,上海沃和物业管理有限公司,上海梅山房地产开发经营有限公司,10栋,212户
长阳新苑,"(杨浦东外滩)长阳路1318弄, 长阳路1326号",5.01E+12,1998年建成,板楼,1.2元/平米/月,中星物业,上海中星集团申城物业有限公司,84栋,1227户
静安城,"(静安曹家渡)武定西路1398弄, 武定西路1388号（振阳公寓）",5.01E+12,1998年建成,塔楼/板楼,1.5元/平米/月,静安物业,上海静安置业(集团)有限公司,6栋,909户
中星海上名庭(一期),(普陀长风)梅岭北路1258弄,5.01E+12,2002年建成,板楼,1.65元/平米/月,上海中星集团申城物业有限公司,上海中星（集团）有限公司,60栋,898户
北美公寓,"(静安不夜城)普善路239弄,芷江西路521弄",5.01E+12,2001年建成,板楼,1.3至1.88元/平米/月,上海新苏物业管理有限公司,上海市新苏房地产开发有限公司,49栋,946户
古宋小区,(长宁仙霞)茅台路600弄,5.01E+12,1987年建成,板楼,0.6元/平米/月,上海新长宁集团仙霞物业管理有限公司,三强实业集团,62栋,876户
华丽家族古北花园,"(长宁古北)黄金城道555弄, 黄金城道551号",5.01E+12,2005年建成,板楼,4.98元/平米/月,古北物业,上海西郊帝庭苑房地产开发有限公司,14栋,477户
静安国际广场,(静安江宁路)新闸路1528弄,5.01E+12,1998年建成,塔楼/板楼,2.26元/平米/月,上海兴耀物业管理有限公司,上海明珠东乔房地产开发有限公司,2栋,260户
